Bollettino elaborato il 20 marzo 2024;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
ARPAV Centro Meteorologico di Teolo;;;;;;;;;;;;;
;;;;;;;;;;;;;
Bollettino dei valori massimi mensili pluriennali;;;;;;;;;;;;;
;;;;;;;;;;;;;
Stazione Castelfranco Veneto;;;;;;;;;;;;;
Coordinata X 1729533 Gauss-Boaga fuso;;;;;;;;;;;;;
Coordinata Y 5064401 Ovest (EPSG:3003);;;;;;;;;;;;;
Quota della stazione 49 m s.l.m.;;;;;;;;;;;;;
Parametro Temperatura aria a 2m ( C) media delle massime;;;;;;;;;;;;;
Valori dal 1 gennaio 1994 al 31 dicembre 2023;;;;;;;;;;;;;
;;;;;;;;;;;;;
Anno;GEN;FEB;MAR;APR;MAG;GIU;LUG;AGO;SET;OTT;NOV;DIC;Medio
;;;;;;;;;;;;;annuale
1994;9.6;8.5;16.9;16.3;22.6;27.3;32;31.9;25.1;19;13.8;8;19.2
1995;7.8;9.9;12.8;17.5;21.9;25.2;32.7;28.7;23.6;22.4;12.2;7.8;18.5
1996;7.8;7.8;11.6;18.6;23.6;28.6;27.6;27.9;21.8;17.7;12.9;7.4;17.8
1997;9.3;10.8;17.3;18.2;24.7;26.1;30;29.6;27.4;19.1;12.9;8.4;19.5
1998;7.9;14.1;14.5;17.2;25.1;29;31.4;32.2;24.8;18.9;12;7.9;19.6
1999;9.1;9.8;15.2;20.1;25.2;28.6;31.1;30.2;28.5;20.5;13.2;7.8;19.9
2000;7.7;11.2;15;21.1;27.3;31.3;29.8;33.1;27.6;20;14.4;10.2;20.7
2001;8.3;12;14.8;18.9;27.7;28.2;30.8;32.5;24.1;22.7;13.2;7.9;20.1
2002;7.8;9.8;17;18.1;23.6;29.1;30;29.1;24.7;19.7;14.7;9;19.4
2003;8.1;9.4;16.4;17.4;28;33.1;32;35.3;25.6;16.8;13.8;9.8;20.5
2004;5.8;7.6;12.5;18.3;21.8;27.4;30.5;30.5;25.7;19.5;13.9;10.7;18.7
2005;7.1;7.9;13.7;17.1;24.5;28.4;29.7;26.7;25.1;18.1;11.5;7.3;18.1
2006;6.9;8.6;11.6;18.9;22.9;28.7;33;26.2;26.6;21.3;14.5;10.4;19.1
2007;9.5;12.1;15.7;23.4;25.3;28.2;31.8;29.2;24;18.5;12.9;8.6;19.9
2008;8.9;10.1;13;17.7;23.8;27.8;31;31.2;24.4;21;13.2;8.4;19.2
2009;7.1;10;14.3;20.6;27.1;28.1;30.7;32.7;27.3;19.9;12.8;7.3;19.8
2010;5.7;8.9;12.9;20.4;23.3;28.2;31.6;29;24.1;18.6;13;6.8;18.5
2011;6.4;11.3;14.8;23.4;27.7;28.3;29.4;32.7;29.2;20.2;14.8;9.7;20.7
2012;8.6;8;19.1;17.7;24.2;29.3;32;33.1;25.7;19.7;14.2;6.9;19.9
2013;7.6;8.4;11.4;18.4;21.3;28.2;31.7;30.8;25.3;19.1;13.9;10.2;18.9
2014;9.4;11.6;17;20.1;23.1;28;27.6;26.9;24.4;20.8;15.4;9.8;19.5
2015;9.6;10.6;14.9;18.9;23.3;28.2;32.6;31;24.5;18.9;13.6;9.5;19.6
2016;7.8;11.1;14.5;19.7;22.3;27.3;31.7;30;27.9;18.4;12.8;10.1;19.5
2017;6.5;10.5;17.9;19.6;24.3;30.3;31.1;32.8;22.7;19.9;12.8;7.7;19.7
2018;10;7.4;11.4;22.2;25.7;28.9;30.6;31.8;27;21.2;14;8.6;19.9
2019;7.3;12.7;16.5;18;19;31.2;31;30.6;25.2;20.3;13.2;10.3;19.6
2020;9.9;12.9;14.2;21.3;23.8;26.6;30.7;31;26.7;18.4;14.6;9.1;19.9
2021;7.4;11.9;14.9;17.1;21.3;30.4;30.8;29.9;27;19.4;13.4;8.7;19.4
2022;8.9;12.2;14.5;17.6;26;31.7;34.1;32.1;25;23.4;15.2;9.3;20.8
2023;9.5;10.8;16.1;17.6;23;29;30.8;30.6;28.3;22.3;14.2;10.5;20.2
Medio mensile;8.1;10.3;14.7;19;24.1;28.7;31;30.6;25.6;19.9;13.6;8.8;19.5
;;;;;;;;;;;;;
Il valore mensile   il valore medio delle massime giornaliere del mese.;;;;;;;;;;;;;
Il valore medio mensile   il valore medio dei valori mensili.;;;;;;;;;;;;;
Il valore medio annuale   il valore medio dei valori mensili dell'anno.;;;;;;;;;;;;;
Con valore >> il dato non   disponibile;;;;;;;;;;;;;
